0,11857,11857,11858,11858,11857
1,11295,11295,11295,11295,11295
2,11927,11927,11928,11928,11927
3,11389,11389,11390,11390,11392
4,11742,11742,11742,11742,11742
5,11826,11826,11826,11827,11826
6,11389,11391,11392,11392,11392
7,11597,11597,11599,11600,11601
8,11611,11644,11644,11612,11612
9,11505,11504,11505,11504,11503
10,11856,11857,11857,11857,11857
11,11846,11845,11845,11844,11844
12,11836,11836,11837,11837,11836
13,11693,11696,11691,11695,11695
14,11276,11276,11276,11276,11276
15,11334,11334,11334,11334,11334
16,11482,11512,11483,11483,11483
17,11704,11704,11704,11704,11704
18,11888,11887,11888,11888,11888
19,11742,11742,11742,11742,11742
20,11334,11334,11334,11334,11334
21,11904,11904,11904,11904,11904
22,11695,11695,11695,11695,11697
23,11823,11823,11823,11829,11829
24,11335,11335,11335,11335,11335
25,11512,11512,11512,11512,11512
26,11550,11550,11550,11548,11550
27,11699,11699,11699,11699,11699
28,11276,11276,11276,11276,11276
29,11904,11904,11904,11904,11904
30,11701,11701,11699,11699,11699
31,11742,11742,11742,11742,11742
32,11933,11933,11933,11933,11933
33,11338,11339,11339,11339,11340
34,11853,11853,11853,11855,11855
35,11773,11774,11773,11774,11775
36,11711,11711,11711,11711,11711
37,11512,11512,11512,11512,11512
38,11930,11930,11930,11930,11930
39,11847,11845,11845,11847,11847
40,11452,11452,11452,11453,11453
41,11396,11396,11397,11399,11396
42,11929,11929,11929,11929,11929
43,11904,11904,11904,11904,11904
44,11276,11276,11276,11276,11276
45,11869,11868,11869,11870,11870
46,11276,11276,11276,11276,11276
47,11882,11882,11883,11883,11883
48,11910,11910,11910,11910,11910
49,11455,11455,11455,11455,11454
50,11403,11402,11402,11402,11402
51,11926,11926,11926,11926,11926
52,11378,11378,11380,11381,11381
53,11613,11613,11613,11611,11610
54,11276,11276,11276,11276,11276
55,11933,11933,11933,11933,11933
56,11424,11425,11425,11425,11425
57,11851,11849,11851,11852,11852
58,11512,11512,11512,11512,11512
59,11933,11933,11933,11933,11933
60,11546,11512,11546,11546,11546
61,11933,11933,11933,11933,11933
62,11929,11929,11929,11929,11929
63,11877,11877,11877,11876,11876
64,11612,11579,11579,11612,11579
65,11503,11505,11505,11507,11508
66,11334,11334,11334,11334,11334
67,11742,11742,11742,11742,11742
68,11612,11611,11612,11612,11613
69,11405,11406,11406,11407,11407
70,11708,11708,11708,11708,11708
71,11439,11439,11439,11439,11440
72,11512,11512,11512,11512,11512
73,11666,11666,11667,11669,11671
74,11904,11904,11904,11904,11904
75,11881,11881,11881,11880,11880
76,11276,11276,11276,11276,11276
77,11904,11904,11904,11904,11904
78,11742,11742,11742,11742,11742
79,11346,11347,11348,11349,11349
80,11289,11289,11289,11289,11289
81,11909,11909,11913,11913,11913
82,11334,11334,11334,11334,11334
83,11276,11276,11276,11276,11276
84,11305,11304,11305,11305,11305
85,11428,11428,11428,11427,11428
86,11933,11933,11933,11933,11933
87,11276,11276,11276,11276,11276
88,11638,11639,11637,11637,11638
89,11426,11426,11426,11426,11425
90,11711,11711,11711,11711,11711
91,11805,11804,11806,11807,11808
92,11633,11635,11633,11634,11634
93,11881,11882,11881,11882,11882
94,11410,11410,11409,11411,11410
95,11876,11878,11878,11878,11880
96,11884,11884,11884,11884,11884
97,11440,11440,11439,11439,11439
98,11358,11358,11359,11360,11360
99,11443,11443,11444,11442,11442
100,11895,11894,11892,11895,11895
101,11358,11358,11358,11357,11357
102,11711,11711,11711,11711,11711
103,11535,11534,11535,11533,11531
104,11393,11394,11394,11394,11393
105,11498,11500,11500,11500,11499
106,11410,11409,11409,11409,11409
107,11904,11904,11904,11904,11904
108,11701,11701,11701,11701,11701
109,11404,11404,11403,11403,11403
110,11334,11334,11334,11334,11334
111,11400,11399,11397,11396,11396
112,11280,11280,11281,11282,11282
113,11770,11769,11770,11771,11770
114,11904,11904,11904,11904,11904
115,11512,11512,11512,11512,11512
116,11512,11512,11512,11512,11512
117,11632,11631,11632,11632,11633
118,11276,11276,11276,11276,11276
119,11933,11931,11931,11931,11931
120,11869,11869,11868,11869,11870
121,11512,11512,11512,11512,11512
122,11295,11295,11295,11295,11295
123,11317,11317,11317,11317,11317
124,11317,11317,11317,11317,11317
125,11546,11546,11512,11546,11546
126,11334,11334,11334,11334,11334
127,11276,11276,11276,11276,11276
128,11282,11276,11282,11283,11283
129,11904,11904,11904,11904,11904
130,11904,11884,11884,11884,11884
131,11472,11472,11472,11474,11474
132,11695,11695,11695,11695,11694
133,11290,11293,11293,11295,11296
134,11922,11922,11922,11922,11922
135,11512,11512,11512,11512,11512
136,11605,11602,11601,11599,11598
137,11445,11446,11446,11446,11446
138,11923,11923,11923,11923,11923
139,11402,11402,11402,11401,11403
140,11933,11933,11933,11933,11933
141,11742,11742,11742,11742,11742
142,11438,11438,11438,11438,11438
143,11742,11742,11742,11742,11742
144,11401,11398,11396,11397,11398
145,11918,11918,11918,11918,11918
