0,107298,107297,107298,107297,107298
1,106915,106915,106915,106915,106915
2,107137,107135,107138,107135,107134
3,106918,106918,106919,106919,106919
4,107478,107478,107478,107478,107437
5,107355,107356,107354,107355,107356
6,107334,107335,107336,107350,107331
7,106933,106933,106933,106933,106933
8,107616,107616,107616,107616,107616
9,107452,107456,107454,107457,107454
10,107118,107118,107126,107119,107119
11,107656,107645,107637,107637,107637
12,107532,107538,107530,107548,107552
13,107331,107332,107327,107329,107334
14,107563,107563,107563,107563,107563
15,107616,107616,107616,107616,107616
16,107663,107663,107663,107663,107663
17,107616,107616,107616,107616,107616
18,107150,107151,107153,107155,107153
19,107553,107553,107553,107553,107553
20,107616,107616,107616,107616,107616
21,107616,107616,107616,107616,107616
22,107616,107616,107616,107616,107616
23,107616,107616,107616,107616,107616
24,106914,106914,106914,106914,106914
25,107616,107616,107616,107616,107616
26,106915,106915,106915,106915,106915
27,107616,107616,107616,107616,107616
28,107616,107616,107616,107616,107616
29,107616,107616,107616,107616,107616
30,107617,107616,107616,107616,107616
31,107568,107568,107568,107575,107575
32,107616,107616,107616,107616,107616
33,106914,106914,106914,106914,106914
34,107127,107120,107120,107120,107118
35,107319,107330,107316,107311,107317
36,107616,107616,107616,107616,107616
37,107616,107616,107616,107616,107616
38,107121,107111,107109,107112,107110
39,107581,107578,107584,107566,107556
40,106973,106973,106973,106973,106973
41,107249,107249,107247,107246,107249
42,107125,107124,107124,107126,107125
43,107616,107616,107616,107616,107616
44,107460,107460,107488,107488,107488
45,107272,107265,107261,107261,107262
46,107575,107585,107585,107585,107585
47,107215,107201,107200,107196,107194
48,107180,107180,107176,107179,107179
49,106979,106978,106978,106978,106979
50,107284,107277,107276,107280,107279
51,107616,107616,107616,107616,107616
52,106972,106972,106971,106971,106971
53,106943,106943,106943,106942,106941
54,107616,107616,107616,107616,107616
55,107616,107616,107616,107616,107616
56,107243,107244,107246,107245,107245
57,107341,107341,107341,107336,107336
58,107616,107616,107616,107616,107616
59,107616,107616,107616,107616,107616
60,107616,107616,107616,107616,107616
61,107616,107616,107616,107616,107616
62,107125,107122,107126,107124,107122
63,107142,107143,107142,107142,107140
64,107616,107616,107616,107616,107616
65,106919,106919,106919,106920,106920
66,107616,107616,107616,107616,107616
67,107553,107553,107553,107553,107553
68,106954,106955,106954,106954,106954
69,106922,106922,106921,106921,106921
70,107616,107616,107616,107616,107616
71,106971,106971,106971,106971,106972
72,107616,107616,107616,107616,107616
73,107332,107337,107332,107331,107344
74,107616,107616,107616,107616,107616
75,107149,107149,107146,107146,107147
76,107431,107431,107431,107431,107431
77,107616,107616,107616,107616,107616
78,107203,107203,107203,107203,107203
79,106982,106981,106982,106982,106982
80,107604,107604,107604,107604,107604
81,107616,107616,107616,107616,107616
82,107616,107616,107616,107616,107616
83,107616,107616,107616,107616,107616
84,106914,106914,106914,106914,106914
85,107245,107244,107242,107239,107240
86,107616,107616,107616,107616,107616
87,107616,107616,107616,107616,107616
88,106943,106943,106944,106944,106944
89,107235,107234,107234,107237,107238
90,107616,107616,107616,107616,107616
91,107346,107347,107345,107347,107347
92,106939,106939,106939,106939,106940
93,107219,107217,107213,107211,107211
94,107219,107231,107218,107216,107217
95,107147,107147,107147,107147,107148
96,107616,107616,107616,107616,107616
97,106964,106964,106964,106964,106963
98,106914,106914,106914,106914,106914
99,106974,106974,106975,106974,106974
100,107176,107174,107177,107176,107174
101,106914,106914,106914,106914,106914
102,107616,107616,107616,107616,107616
103,106915,106915,106916,106916,106916
104,107241,107240,107240,107240,107240
105,106915,106917,106917,106917,106917
106,107229,107228,107229,107229,107229
107,107616,107616,107616,107616,107616
108,107616,107616,107616,107616,107616
109,107281,107284,107277,107276,107281
110,107616,107616,107616,107616,107616
111,106915,106915,106915,106915,106914
112,106986,106986,106986,106986,106985
113,107335,107321,107316,107321,107319
114,107617,107616,107616,107616,107616
115,107616,107616,107616,107616,107616
116,107616,107616,107616,107616,107616
117,106938,106938,106938,106939,106939
118,107616,107616,107616,107616,107616
119,107616,107616,107616,107616,107616
120,107259,107258,107251,107247,107248
121,107616,107616,107616,107616,107616
122,106915,106915,106915,106915,106915
123,107541,107541,107541,107541,107541
124,107511,107538,107538,107538,107538
125,107616,107616,107616,107616,107616
126,107553,107553,107553,107553,107553
127,107616,107616,107616,107616,107616
128,107613,107613,107613,107613,107613
129,107553,107553,107553,107553,107553
130,107616,107616,107616,107616,107616
131,106914,106914,106914,106914,106914
132,107616,107616,107616,107616,107616
133,106984,106984,106984,106984,106984
134,107616,107616,107616,107616,107616
135,107616,107616,107616,107616,107616
136,106957,106957,106957,106957,106958
137,106980,106980,106980,106979,106979
138,107171,107168,107168,107165,107166
139,107283,107288,107286,107283,107283
140,107616,107616,107616,107616,107616
141,107384,107384,107384,107384,107384
142,106967,106966,106966,106967,106967
143,107553,107553,107553,107553,107553
144,107250,107253,107251,107250,107250
145,107165,107152,107150,107151,107148
