0,35744,35742,35741,35741,35737
1,34974,34974,34974,34973,34975
2,35479,35471,35502,35485,35503
3,34970,34970,34970,34970,34970
4,35026,35026,35026,35026,35026
5,35741,35747,35743,35759,35741
6,35814,35814,35814,35814,35814
7,35044,35044,35047,35047,35047
8,35805,35805,35805,35805,35805
9,35812,35812,35812,35812,35812
10,35796,35792,35795,35798,35795
11,35770,35770,35764,35762,35762
12,35736,35736,35734,35736,35734
13,35798,35798,35795,35793,35794
14,35805,35805,35805,35805,35805
15,35805,35805,35805,35805,35805
16,35805,35805,35805,35805,35805
17,35078,35078,35130,35130,35130
18,35791,35793,35790,35789,35784
19,35026,35026,35026,35026,35026
20,35805,35805,35805,35805,35805
21,35805,35805,35805,35805,35805
22,35078,35078,35026,35077,35077
23,35026,35026,35026,35026,35026
24,34967,34966,34967,34966,34966
25,35805,35805,35805,35805,35805
26,35017,35018,35015,35016,35015
27,35077,35077,35077,35077,35026
28,35805,35805,35805,35805,35805
29,35805,35805,35805,35805,35805
30,35026,35026,35026,35026,35026
31,35026,35026,35026,35026,35026
32,35805,35805,35805,35805,35805
33,34966,34966,34966,34966,34966
34,35777,35780,35777,35777,35780
35,35792,35786,35789,35789,35788
36,35026,35026,35026,35026,35026
37,35805,35805,35805,35805,35805
38,35480,35467,35496,35494,35496
39,35758,35755,35755,35760,35759
40,35110,35110,35110,35110,35110
41,35768,35769,35770,35770,35789
42,35502,35500,35506,35506,35508
43,35805,35805,35805,35805,35805
44,35805,35805,35805,35805,35805
45,35730,35727,35732,35733,35732
46,35805,35805,35805,35805,35805
47,35747,35746,35748,35746,35746
48,35740,35751,35734,35735,35737
49,35144,35144,35144,35144,35144
50,35787,35785,35784,35783,35783
51,35805,35805,35805,35805,35805
52,35105,35105,35106,35106,35106
53,35021,35021,35021,35021,35021
54,35805,35805,35805,35805,35805
55,35805,35805,35805,35805,35805
56,35814,35814,35814,35814,35815
57,35747,35744,35743,35749,35748
58,35805,35805,35805,35805,35805
59,35805,35805,35805,35805,35805
60,35805,35805,35805,35805,35805
61,35805,35805,35805,35805,35805
62,35468,35497,35494,35497,35479
63,35791,35791,35790,35792,35790
64,35805,35805,35805,35805,35805
65,34985,34989,34989,34989,34989
66,35805,35805,35805,35805,35805
67,35026,35026,35026,35026,35026
68,35061,35061,35061,35062,35062
69,34968,34970,34970,34969,34969
70,35026,35026,35026,35026,35026
71,35149,35149,35149,35149,35150
72,35805,35805,35805,35805,35805
73,35802,35802,35803,35805,35805
74,35026,35026,35026,35026,35026
75,35789,35792,35789,35787,35792
76,35805,35805,35805,35805,35805
77,35805,35805,35805,35805,35805
78,35026,35026,35026,35026,35026
79,35087,35087,35087,35087,35087
80,35805,35805,35805,35805,35805
81,35078,35026,35078,35078,35078
82,35805,35805,35805,35805,35805
83,35805,35805,35805,35805,35805
84,34970,34970,34969,34970,34970
85,35815,35815,35816,35815,35815
86,35805,35805,35805,35805,35805
87,35805,35805,35805,35805,35805
88,35062,35060,35060,35060,35059
89,35814,35814,35814,35814,35814
90,35078,35078,35026,35077,35077
91,35777,35777,35774,35774,35775
92,35066,35065,35065,35065,35065
93,35747,35749,35747,35747,35743
94,35807,35808,35808,35808,35809
95,35770,35772,35776,35780,35779
96,35805,35805,35805,35805,35805
97,35184,35185,35185,35185,35186
98,34966,34968,34966,34966,34966
99,35147,35148,35148,35148,35148
100,35768,35771,35774,35776,35778
101,34967,34967,34967,34967,34967
102,35026,35026,35026,35026,35026
103,35013,35013,35011,35012,35012
104,35768,35769,35769,35768,35768
105,34980,34980,34980,34979,34979
106,35804,35802,35803,35804,35803
107,35805,35805,35805,35805,35805
108,35026,35026,35026,35026,35026
109,35785,35786,35784,35783,35782
110,35805,35805,35805,35805,35805
111,35008,35008,35007,35008,35008
112,35086,35086,35086,35086,35086
113,35789,35792,35792,35792,35792
114,35805,35805,35805,35805,35805
115,35805,35805,35805,35805,35805
116,35805,35805,35805,35805,35805
117,35067,35067,35067,35067,35067
118,35805,35805,35805,35805,35805
119,35026,35026,35026,35026,35026
120,35732,35730,35727,35732,35732
121,35805,35805,35805,35805,35805
122,34974,34973,34973,34973,34972
123,35805,35805,35805,35805,35805
124,35805,35805,35805,35805,35805
125,35805,35805,35805,35805,35805
126,35805,35805,35805,35805,35805
127,35805,35805,35805,35805,35805
128,35805,35805,35805,35805,35805
129,35026,35026,35026,35026,35026
130,35805,35805,35805,35805,35805
131,34957,34962,34962,34962,34962
132,35026,35026,35026,35026,35026
133,35087,35087,35087,35087,35087
134,35026,35026,35026,35026,35026
135,35805,35805,35805,35805,35805
136,35061,35061,35060,35060,35060
137,35110,35110,35110,35110,35110
138,35704,35705,35692,35692,35692
139,35789,35787,35788,35790,35789
140,35026,35026,35026,35026,35026
141,35026,35026,35026,35026,35026
142,35166,35166,35166,35166,35166
143,35026,35026,35026,35026,35026
144,35772,35791,35772,35772,35766
145,35755,35757,35754,35755,35753
