0,29638,29641,29635,29635,29634
1,29322,29319,29322,29323,29323
2,29565,29572,29570,29576,29580
3,30003,30003,30003,30004,30003
4,29992,29986,29986,29986,29981
5,29367,29369,29370,29372,29373
6,29923,29914,29912,29909,29904
7,29635,29632,29617,29611,29605
8,29977,29977,29977,29977,29977
9,29947,29948,29947,29947,29947
10,29311,29312,29311,29312,29312
11,29979,29974,29978,29979,29979
12,29943,29940,29940,29937,29940
13,29656,29645,29644,29644,29641
14,29963,29963,29963,29949,29949
15,29878,29865,29868,29878,29878
16,29853,29856,29856,29856,29879
17,29982,29969,29966,29966,29966
18,29320,29321,29322,29323,29323
19,29530,29530,29563,29588,29588
20,29904,29904,29904,29904,29904
21,29449,29449,29449,29449,29449
22,29776,29776,29776,29776,29750
23,29449,29449,29449,29449,29449
24,29929,29929,29931,29934,29938
25,29947,29947,29947,29947,29947
26,29565,29563,29562,29561,29562
27,29723,29723,29723,29723,29723
28,29977,29977,29977,29977,29977
29,29353,29353,29353,29353,29353
30,29830,29830,29803,29803,29803
31,29980,29980,29980,29980,29984
32,29667,29667,29667,29667,29667
33,29948,29949,29949,29950,29953
34,29312,29312,29312,29311,29312
35,29634,29622,29615,29614,29614
36,29667,29667,29667,29667,29667
37,29982,29942,29942,29942,29942
38,29695,29690,29690,29688,29686
39,29958,29955,29947,29940,29937
40,29328,29328,29327,29327,29326
41,29378,29377,29375,29372,29370
42,29691,29697,29697,29697,29703
43,29402,29424,29424,29424,29406
44,29997,29997,29997,29997,30002
45,29571,29577,29574,29574,29575
46,29948,29948,29948,29948,29948
47,29679,29675,29675,29664,29665
48,29334,29334,29334,29333,29332
49,29326,29334,29337,29338,29339
50,29532,29529,29530,29525,29520
51,29467,29467,29467,29467,29467
52,29414,29414,29409,29408,29407
53,29712,29713,29708,29704,29703
54,29613,29613,29613,29613,29613
55,29500,29500,29530,29530,29530
56,29311,29312,29312,29312,29312
57,29726,29725,29716,29714,29713
58,30000,30004,30004,30000,30000
59,29667,29667,29667,29667,29667
60,29926,29926,29926,29926,29937
61,29507,29507,29507,29507,29463
62,29701,29701,29699,29697,29697
63,29315,29314,29314,29314,29314
64,29963,29963,29963,29963,29963
65,30006,30006,30005,30006,30006
66,29865,29865,29865,29865,29856
67,29335,29335,29338,29338,29338
68,29585,29588,29590,29589,29591
69,30003,30003,30003,30002,30001
70,29582,29582,29552,29552,29552
71,29523,29524,29522,29523,29524
72,29823,29851,29851,29826,29826
73,29639,29637,29636,29638,29640
74,29448,29448,29448,29448,29448
75,29314,29314,29314,29314,29314
76,29989,29989,29995,29995,29989
77,29467,29467,29467,29467,29467
78,29950,29950,29950,29950,29950
79,29457,29456,29459,29459,29460
80,29546,29546,29546,29546,29546
81,29467,29467,29467,29467,29467
82,29899,29899,29899,29883,29883
83,29977,29977,29977,29977,29977
84,29428,29432,29438,29444,29449
85,29316,29314,29315,29316,29316
86,29522,29522,29522,29522,29522
87,29982,29982,29982,29982,29982
88,29397,29417,29422,29426,29427
89,29318,29318,29318,29318,29319
90,29449,29449,29449,29449,29449
91,29337,29337,29339,29339,29340
92,29386,29388,29387,29386,29385
93,29671,29671,29659,29661,29664
94,29315,29315,29315,29315,29315
95,29332,29332,29331,29331,29330
96,29467,29467,29467,29467,29467
97,29314,29315,29316,29316,29317
98,29357,29356,29356,29356,29354
99,29531,29532,29533,29529,29529
100,29553,29549,29546,29542,29541
101,29322,29322,29322,29322,29322
102,29557,29557,29557,29585,29585
103,29555,29555,29554,29553,29555
104,29342,29341,29340,29340,29339
105,30005,30006,30006,30007,30006
106,29316,29315,29315,29316,29316
107,29467,29467,29467,29467,29467
108,29470,29470,29448,29448,29448
109,29525,29524,29520,29521,29517
110,29878,29882,29893,29893,29893
111,29467,29470,29470,29469,29467
112,29398,29399,29399,29398,29397
113,29647,29640,29639,29639,29635
114,29431,29431,29431,29431,29431
115,29960,29960,29944,29944,29944
116,29667,29732,29732,29732,29732
117,29390,29389,29388,29387,29387
118,29977,29977,29977,29977,29977
119,29422,29444,29444,29424,29424
120,29574,29567,29572,29570,29569
121,29944,29961,29961,29946,29946
122,29324,29323,29320,29323,29324
123,29913,29913,29913,29913,29913
124,29849,29849,29849,29849,29849
125,29920,29920,29913,29920,29920
126,29607,29607,29554,29554,29554
127,29605,29636,29636,29608,29608
128,29977,29984,29984,29984,29984
129,29359,29359,29359,29379,29379
130,29467,29500,29500,29500,29500
131,30000,29999,29999,30000,30000
132,29495,29495,29495,29495,29495
133,29398,29398,29399,29401,29402
134,29467,29467,29467,29467,29467
135,29913,29913,29913,29913,29913
136,29555,29537,29531,29527,29529
137,29339,29337,29338,29338,29338
138,29347,29352,29352,29356,29358
139,29539,29535,29529,29528,29532
140,29467,29443,29443,29443,29443
141,29972,29972,29972,29967,29967
142,29581,29567,29564,29567,29567
143,29334,29334,29334,29337,29337
144,29426,29424,29421,29420,29415
145,29315,29315,29315,29315,29315
