2015-10-03,10324,10780,26590,99346,27313,17977,33596,3301,19421,14537,19237
2015-10-04,10316,10800,26590,99355,27131,17947,33596,3301,19093,14467,19271
2015-10-05,10303,10817,26584,99380,26935,17883,33644,3303,17888,14681,19397
2015-10-06,10303,10825,26572,99375,26856,17858,33644,3303,17336,14755,19401
2015-10-07,10303,10836,26603,99266,26879,17777,33644,3296,17005,14678,19190
2015-10-08,10310,10843,26563,99388,27047,17716,33644,3320,16679,14570,19186
2015-10-09,10322,10903,26563,99472,27285,17738,33596,3296,16264,14626,19645
2015-10-10,10322,10919,26563,99509,27364,17696,33596,3296,16028,14598,19586
2015-10-11,10316,10910,26563,99547,27322,17672,33596,3296,15943,14855,19735
2015-10-12,10415,10990,26535,99662,27512,17665,33596,3296,14963,14905,19864
2015-10-13,10413,10989,26535,99662,27601,17641,33596,3296,14817,14893,19841
2015-10-14,10417,10999,26540,99625,27536,17609,33596,3296,14581,14986,19827
2015-10-15,10417,11022,26540,99690,27559,17581,33596,3296,14194,14981,19920
2015-10-16,10417,11022,26553,99547,27453,17564,33596,3296,14140,14986,19905
2015-10-17,10417,11025,26563,99565,27336,17532,33596,3301,13824,14911,19809
2015-10-18,10434,11027,26558,99593,27322,17522,33596,3301,13786,14888,19880
2015-10-19,10417,11049,26327,99551,27199,17466,33644,3307,12975,15014,19833
2015-10-20,10419,11058,26327,99486,27097,17448,33644,3307,12872,15079,19770
2015-10-21,10407,11055,26322,99491,27171,17415,33644,3307,12875,15190,19775
2015-10-22,10407,11054,26322,99463,27273,17387,33644,3307,12767,15255,19742
2015-10-23,10418,11076,26310,99505,27322,17442,33596,3301,12746,15285,19609
2015-10-24,10419,11087,26310,99514,27388,17452,33596,3301,12642,15257,19609
2015-10-25,10414,11089,26310,99486,27435,17442,33596,3301,12619,15238,19600
2015-10-26,10401,11121,26310,99532,28097,17429,33644,3303,12199,14890,19617
2015-10-27,10406,11118,26310,99514,28144,17420,33644,3303,12089,14835,19577
2015-10-28,10392,11109,26310,99542,28213,17406,33644,3303,12053,14807,19628
2015-10-29,10392,11127,26310,99551,28208,17406,33644,3303,12249,14969,19684
2015-10-30,10394,11121,26303,99556,28103,17414,33596,3296,12182,14992,19653
2015-10-31,10415,11125,26375,99825,28140,17418,33476,3325,12245,14932,19703
2015-11-01,10402,11098,26284,99785,28159,17431,33596,3296,12100,15017,19695
2015-11-02,10395,11069,26306,99855,28137,17397,33665,3296,12091,14965,19593
2015-11-03,10410,11073,26303,99542,28315,17427,33644,3303,11992,14952,19619
2015-11-04,10419,11085,26303,99477,28329,17420,33644,3305,12016,14933,19610
2015-11-05,10425,11105,26303,99556,28296,17408,33644,3305,12282,14961,19591
2015-11-06,10412,11088,26293,99565,28255,17383,33644,3305,12390,14882,19586
2015-11-07,10409,11093,26285,99584,28276,17391,33596,3298,12412,14895,19629
2015-11-08,10409,11094,26261,99533,28322,17382,33596,3298,12434,14961,19611
2015-11-09,10436,11078,26253,99657,28421,17336,33644,3305,12556,15007,19702
2015-11-10,10436,11068,26253,99597,28435,17378,33644,3314,12729,15109,19665
2015-11-11,10457,11063,26273,99606,28590,17285,33644,3314,12662,15105,19691
2015-11-12,10443,11078,26278,99481,28644,17285,33644,3323,12807,15244,19691
2015-11-13,10453,11087,26268,99394,28745,17336,33662,3331,12879,15370,19793
2015-11-14,10457,11093,26263,99429,28792,17324,33520,3325,12871,15325,19808
2015-11-15,10447,11100,26195,99528,28855,17396,33614,3325,12840,15336,19782
2015-11-16,10460,11016,26139,99771,29112,17844,33616,3319,12588,15238,19791
2015-11-17,10461,11022,26149,99799,29098,17919,33637,3319,12748,15266,19797
2015-11-18,10473,11116,26185,100009,29009,18113,33903,3340,12906,15299,19802
2015-11-19,10481,11136,26185,100103,28907,18274,33903,3340,12897,15374,19718
2015-11-20,10481,11187,26208,100023,28903,18408,33948,3350,13028,15444,19730
2015-11-21,10481,11198,26200,100229,28935,18421,33903,3344,13311,15439,19746
2015-11-22,10494,11212,26220,100388,29009,18552,33903,3344,13420,15477,19699
2015-11-23,10500,11266,26223,100532,29079,18993,33948,3350,14407,15639,19644
2015-11-24,10505,11291,26132,100400,29073,19203,33903,3340,15080,15612,19627
2015-11-25,10510,11271,26142,100503,29134,19193,33903,3344,15722,15633,19627
2015-11-26,10519,11315,26125,100481,29182,19264,33906,3354,15920,15628,19645
2015-11-27,10519,11320,26130,100509,29257,19293,33906,3354,15995,15717,19682
2015-11-28,10533,11351,26044,100621,29294,19340,33906,3354,16274,15820,19710
2015-11-29,10528,11397,26024,100840,29316,19466,33931,3348,16552,15818,19708
2015-11-30,10535,11499,25955,100664,29411,19563,33906,3354,17720,16165,19658
2015-12-01,10553,11513,25964,100642,29410,19653,33906,3376,18470,16332,19623
2015-12-02,10553,11499,25957,100415,29419,19564,33982,3357,18850,16626,19655
2015-12-03,10541,11539,25947,100430,29472,19563,33931,3348,18813,16917,19633
2015-12-04,10549,11568,25941,100340,29406,19623,33937,3344,18610,17120,19582
2015-12-05,10542,11571,25925,100381,29476,19714,33897,3340,19109,17521,19562
2015-12-06,10550,11570,25962,100336,29505,19701,33982,3341,19229,17600,19551
2015-12-07,10571,11605,25952,100218,29542,19759,33958,3347,19498,18516,19569
2015-12-08,10564,11582,25946,100346,29509,19757,33982,3341,19437,19189,19603
2015-12-09,10570,11590,25926,100491,29509,19816,33969,3316,19336,19639,19637
2015-12-10,10561,11586,25936,100271,29523,19780,33982,3341,19354,19955,19771
2015-12-11,10562,11589,25908,100585,29525,19808,33937,3339,19771,20525,19881
2015-12-12,10562,11600,25908,100660,29516,19799,33937,3339,20229,21054,19909
2015-12-13,10562,11609,25908,100708,29492,19856,33937,3339,20690,21625,20070
2015-12-14,10583,11599,25878,100972,29554,20023,33937,3334,22576,23700,20626
2015-12-15,10617,11595,25796,100651,29474,20065,33918,3306,23910,24686,21022
