79827,79743,80089,79654,77421,75200,74911,73832
79743,80089,79654,77421,75200,74911,73832,73607
80089,79654,77421,75200,74911,73832,73607,72243
79654,77421,75200,74911,73832,73607,72243,69318
77421,75200,74911,73832,73607,72243,69318,63217
75200,74911,73832,73607,72243,69318,63217,58566
74911,73832,73607,72243,69318,63217,58566,56757
73832,73607,72243,69318,63217,58566,56757,53075
73607,72243,69318,63217,58566,56757,53075,52869
72243,69318,63217,58566,56757,53075,52869,52869
69318,63217,58566,56757,53075,52869,52869,49519
63217,58566,56757,53075,52869,52869,49519,45505
58566,56757,53075,52869,52869,49519,45505,42385
56757,53075,52869,52869,49519,45505,42385,41981
53075,52869,52869,49519,45505,42385,41981,40528
52869,52869,49519,45505,42385,41981,40528,39482
52869,49519,45505,42385,41981,40528,39482,38748
49519,45505,42385,41981,40528,39482,38748,37514
45505,42385,41981,40528,39482,38748,37514,32708
42385,41981,40528,39482,38748,37514,32708,31981
41981,40528,39482,38748,37514,32708,31981,31686
40528,39482,38748,37514,32708,31981,31686,30895
39482,38748,37514,32708,31981,31686,30895,29951
38748,37514,32708,31981,31686,30895,29951,29608
37514,32708,31981,31686,30895,29951,29608,28471
32708,31981,31686,30895,29951,29608,28471,28471
31981,31686,30895,29951,29608,28471,28471,27306
31686,30895,29951,29608,28471,28471,27306,27231
30895,29951,29608,28471,28471,27306,27231,26350
29951,29608,28471,28471,27306,27231,26350,26136
29608,28471,28471,27306,27231,26350,26136,25764
28471,28471,27306,27231,26350,26136,25764,25347
28471,27306,27231,26350,26136,25764,25347,23656
27306,27231,26350,26136,25764,25347,23656,22751
27231,26350,26136,25764,25347,23656,22751,21068
26350,26136,25764,25347,23656,22751,21068,20562
26136,25764,25347,23656,22751,21068,20562,19867
25764,25347,23656,22751,21068,20562,19867,19800
25347,23656,22751,21068,20562,19867,19800,19437
23656,22751,21068,20562,19867,19800,19437,17592
22751,21068,20562,19867,19800,19437,17592,17526
21068,20562,19867,19800,19437,17592,17526,17211
20562,19867,19800,19437,17592,17526,17211,17060
19867,19800,19437,17592,17526,17211,17060,16944
19800,19437,17592,17526,17211,17060,16944,16858
19437,17592,17526,17211,17060,16944,16858,17131
17592,17526,17211,17060,16944,16858,17131,18819
17526,17211,17060,16944,16858,17131,18819,19144
17211,17060,16944,16858,17131,18819,19144,18911
17060,16944,16858,17131,18819,19144,18911,19133
16944,16858,17131,18819,19144,18911,19133,19820
16858,17131,18819,19144,18911,19133,19820,21477
17131,18819,19144,18911,19133,19820,21477,23015
18819,19144,18911,19133,19820,21477,23015,25041
19144,18911,19133,19820,21477,23015,25041,25041
18911,19133,19820,21477,23015,25041,25041,26832
19133,19820,21477,23015,25041,25041,26832,27123
19820,21477,23015,25041,25041,26832,27123,27318
21477,23015,25041,25041,26832,27123,27318,27461
23015,25041,25041,26832,27123,27318,27461,27637
25041,25041,26832,27123,27318,27461,27637,28731
25041,26832,27123,27318,27461,27637,28731,28819
26832,27123,27318,27461,27637,28731,28819,28981
27123,27318,27461,27637,28731,28819,28981,28995
27318,27461,27637,28731,28819,28981,28995,28986
27461,27637,28731,28819,28981,28995,28986,29319
27637,28731,28819,28981,28995,28986,29319,29509
28731,28819,28981,28995,28986,29319,29509,30040
28819,28981,28995,28986,29319,29509,30040,29901
28981,28995,28986,29319,29509,30040,29901,29933
28995,28986,29319,29509,30040,29901,29933,29732
28986,29319,29509,30040,29901,29933,29732,29284
29319,29509,30040,29901,29933,29732,29284,29426
29509,30040,29901,29933,29732,29284,29426,28816
30040,29901,29933,29732,29284,29426,28816,28816
29901,29933,29732,29284,29426,28816,28816,26182
29933,29732,29284,29426,28816,28816,26182,25450
29732,29284,29426,28816,28816,26182,25450,25019
29284,29426,28816,28816,26182,25450,25019,24644
29426,28816,28816,26182,25450,25019,24644,24427
28816,28816,26182,25450,25019,24644,24427,24505
28816,26182,25450,25019,24644,24427,24505,23505
26182,25450,25019,24644,24427,24505,23505,23093
25450,25019,24644,24427,24505,23505,23093,22889
25019,24644,24427,24505,23505,23093,22889,22615
24644,24427,24505,23505,23093,22889,22615,22420
24427,24505,23505,23093,22889,22615,22420,22209
24505,23505,23093,22889,22615,22420,22209,21999
23505,23093,22889,22615,22420,22209,21999,21273
23093,22889,22615,22420,22209,21999,21273,20921
22889,22615,22420,22209,21999,21273,20921,20810
22615,22420,22209,21999,21273,20921,20810,19594
22420,22209,21999,21273,20921,20810,19594,18779
